OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
1873,48,141,000403,1,481410004031,Block Group 1,G5030,S,882984,0,+31.8650312,-106.4453801
1874,48,141,000107,1,481410001071,Block Group 1,G5030,S,243349,0,+31.9257225,-106.4097593
1875,48,141,010409,2,481410104092,Block Group 2,G5030,S,1523944,0,+31.6581769,-106.2877082
1876,48,141,010327,2,481410103272,Block Group 2,G5030,S,503938,0,+31.7798202,-106.2892826
1877,48,141,010211,1,481410102111,Block Group 1,G5030,S,78831664,133971,+31.9387789,-106.4730352
1878,48,141,004106,1,481410041061,Block Group 1,G5030,S,1092554,0,+31.7447986,-106.3415569
1879,48,141,010326,3,481410103263,Block Group 3,G5030,S,560957,0,+31.7719011,-106.2942671
1880,48,157,671700,2,481576717002,Block Group 2,G5030,S,4289870,321286,+29.6092021,-095.6020621
1881,48,005,000500,2,480050005002,Block Group 2,G5030,S,9364024,298768,+31.3756901,-094.7473621
1882,48,005,000500,3,480050005003,Block Group 3,G5030,S,998722,0,+31.3534410,-094.7361630
1883,48,005,000600,1,480050006001,Block Group 1,G5030,S,5162968,19221,+31.3618231,-094.7052293
1884,48,005,000600,2,480050006002,Block Group 2,G5030,S,1169841,1422,+31.3472227,-094.7119629
1885,48,005,000600,3,480050006003,Block Group 3,G5030,S,3776125,10007,+31.3468928,-094.6883205
1886,48,201,223002,2,482012230022,Block Group 2,G5030,S,75025,0,+29.9031426,-095.3293477
1887,48,201,223001,2,482012230012,Block Group 2,G5030,S,614875,0,+29.9067183,-095.3146870
1888,48,201,250500,1,482012505001,Block Group 1,G5030,S,1199431,0,+29.9954741,-095.1803084
1889,48,197,950100,2,481979501002,Block Group 2,G5030,S,8764071,0,+34.3065158,-099.7450351
1890,48,197,950100,3,481979501003,Block Group 3,G5030,S,1438422,0,+34.2903641,-099.7490822
1891,48,197,950100,1,481979501001,Block Group 1,G5030,S,1753563869,4534886,+34.3206628,-099.7349744
1892,48,121,021000,2,481210210002,Block Group 2,G5030,S,891869,0,+33.2106854,-097.1469120
1893,48,121,021301,1,481210213011,Block Group 1,G5030,S,252561,0,+33.1947506,-097.1209177
1894,48,005,000600,4,480050006004,Block Group 4,G5030,S,5159328,37867,+31.3373542,-094.6945799
1895,48,005,000700,2,480050007002,Block Group 2,G5030,S,902599,0,+31.3358296,-094.7249534
1896,48,005,000800,2,480050008002,Block Group 2,G5030,S,3202366,2307,+31.3189342,-094.7187631
1897,48,055,960400,2,480559604002,Block Group 2,G5030,S,531423,0,+29.8867307,-097.6758234
1898,48,375,015400,2,483750154002,Block Group 2,G5030,S,1220828,0,+35.1969091,-101.8236248
1899,48,375,011500,1,483750115001,Block Group 1,G5030,S,700973,0,+35.2070263,-101.8553775
1900,48,375,011600,3,483750116003,Block Group 3,G5030,S,422032,0,+35.2017731,-101.8708489
1901,48,055,960300,1,480559603001,Block Group 1,G5030,S,5846553,0,+29.8749123,-097.7020113
1902,48,197,950100,4,481979501004,Block Group 4,G5030,S,2674737,0,+34.2918273,-099.7310916
1903,48,197,950100,5,481979501005,Block Group 5,G5030,S,33896288,13974,+34.2321023,-099.4971759
1904,48,085,031408,1,480850314081,Block Group 1,G5030,S,5006295,3532,+33.0941462,-096.6076824
1905,48,085,031411,2,480850314112,Block Group 2,G5030,S,994301,0,+33.0817050,-096.6258022
1906,48,085,030406,2,480850304062,Block Group 2,G5030,S,672258,0,+33.1373282,-096.8117547
1907,48,085,030407,2,480850304072,Block Group 2,G5030,S,902112,0,+33.1276670,-096.8277183
1908,48,085,030406,1,480850304061,Block Group 1,G5030,S,2350667,2594,+33.1292039,-096.8146544
1909,48,085,030512,1,480850305121,Block Group 1,G5030,S,1139919,0,+33.1325919,-096.7379736
1910,48,085,030505,1,480850305051,Block Group 1,G5030,S,2886563,7686,+33.1145405,-096.8128653
1911,48,355,001904,3,483550019043,Block Group 3,G5030,S,550595,0,+27.7397359,-097.4140676
1912,48,355,002304,4,483550023044,Block Group 4,G5030,S,1846216,0,+27.7092475,-097.4178438
1913,48,355,003402,3,483550034023,Block Group 3,G5030,S,696988,0,+27.7059890,-097.3981559
1914,48,355,005410,2,483550054102,Block Group 2,G5030,S,746592,0,+27.6810643,-097.3999832
1915,48,391,950400,4,483919504004,Block Group 4,G5030,S,819373,0,+28.2377175,-097.3199313
1916,48,391,950200,2,483919502002,Block Group 2,G5030,S,4084371,0,+28.3181242,-097.2671030
1917,48,391,950200,3,483919502003,Block Group 3,G5030,S,1702157,0,+28.3079843,-097.2801500
1918,48,391,950200,1,483919502001,Block Group 1,G5030,S,468806488,5626153,+28.4408535,-097.2197548
1919,48,355,003601,4,483550036014,Block Group 4,G5030,S,1000413,0,+27.8462038,-097.5944409
1920,48,355,003602,4,483550036024,Block Group 4,G5030,S,1197441,0,+27.8389873,-097.5887162
1921,48,005,000800,1,480050008001,Block Group 1,G5030,S,5137864,26181,+31.3197893,-094.6926430
1922,48,391,950200,4,483919502004,Block Group 4,G5030,S,2221345,0,+28.2965689,-097.2706898
1923,48,167,725200,2,481677252002,Block Group 2,G5030,S,347043,0,+29.2890850,-094.8261700
1924,48,141,010335,2,481410103352,Block Group 2,G5030,S,4319483,0,+31.6699999,-106.1377788
1925,48,141,010335,1,481410103351,Block Group 1,G5030,S,123716346,0,+31.6414495,-106.0694375
1926,48,141,010212,1,481410102121,Block Group 1,G5030,S,564531,0,+31.9329977,-106.4104046
1927,48,141,000106,4,481410001064,Block Group 4,G5030,S,425481,0,+31.9158927,-106.4376212
1928,48,141,000111,2,481410001112,Block Group 2,G5030,S,271540,0,+31.9118653,-106.4368716
1929,48,141,010328,1,481410103281,Block Group 1,G5030,S,412897,0,+31.7687524,-106.2802953
1930,48,141,004319,3,481410043193,Block Group 3,G5030,S,888457,0,+31.7610096,-106.2880170
1931,48,141,004320,1,481410043201,Block Group 1,G5030,S,702616,0,+31.7525068,-106.2813630
1932,48,141,010329,1,481410103291,Block Group 1,G5030,S,998266,0,+31.7712129,-106.2631942
1933,48,141,010336,2,481410103362,Block Group 2,G5030,S,559706,0,+31.7436288,-106.2714439
1934,48,141,010323,2,481410103232,Block Group 2,G5030,S,800521,0,+31.7870261,-106.2893805
1935,48,391,950400,3,483919504003,Block Group 3,G5030,S,953529,0,+28.2379337,-097.3284359
1936,48,439,101500,1,484391015001,Block Group 1,G5030,S,2081679,0,+32.7495248,-097.2714474
1937,48,183,010700,5,481830107005,Block Group 5,G5030,S,1124470,0,+32.3750741,-094.8751415
1938,48,183,010600,5,481830106005,Block Group 5,G5030,S,2764922,10990,+32.3729822,-094.8535908
1939,48,201,233703,1,482012337031,Block Group 1,G5030,S,6460450,562767,+29.7434920,-095.2215425
1940,48,201,233701,1,482012337011,Block Group 1,G5030,S,6148827,586053,+29.7348773,-095.2467760
1941,48,201,233702,1,482012337021,Block Group 1,G5030,S,1834343,0,+29.7511304,-095.2383535
1942,48,201,233703,2,482012337032,Block Group 2,G5030,S,321441,0,+29.7386697,-095.2317173
1943,48,439,104601,2,484391046012,Block Group 2,G5030,S,1463089,0,+32.7090314,-097.2693054
1944,48,439,104603,1,484391046031,Block Group 1,G5030,S,992518,0,+32.6867066,-097.2756486
1945,48,439,104603,2,484391046032,Block Group 2,G5030,S,1492371,0,+32.6846162,-097.2666022
1946,48,439,104701,2,484391047012,Block Group 2,G5030,S,421726,0,+32.6963206,-097.3359809
1947,48,073,950700,1,480739507001,Block Group 1,G5030,S,3428950,0,+31.9436503,-095.2627179
1948,48,073,950801,1,480739508011,Block Group 1,G5030,S,203344402,55057,+31.7385219,-095.1120461
1949,48,223,950402,2,482239504022,Block Group 2,G5030,S,8195019,372019,+33.1333461,-095.6263832
1950,48,223,950401,2,482239504012,Block Group 2,G5030,S,1213730,0,+33.1263663,-095.6096155
1951,48,223,950500,2,482239505002,Block Group 2,G5030,S,1524260,58721,+33.1437441,-095.5871310
1952,48,085,031408,2,480850314082,Block Group 2,G5030,S,531527,0,+33.0885883,-096.6244920
1953,48,085,030512,2,480850305122,Block Group 2,G5030,S,1644701,5777,+33.1282645,-096.7453177
1954,48,121,021633,2,481210216332,Block Group 2,G5030,S,1065489,0,+33.0189752,-096.8740737
1955,48,085,030520,2,480850305202,Block Group 2,G5030,S,847874,0,+33.1855444,-096.7983983
1956,48,355,002002,1,483550020021,Block Group 1,G5030,S,518847,0,+27.7531098,-097.4126591
1957,48,355,006400,2,483550064002,Block Group 2,G5030,S,832212,0,+27.8009165,-097.4049797
1958,48,355,003102,2,483550031022,Block Group 2,G5030,S,1295997,0,+27.6498010,-097.3033721
1959,48,167,721800,3,481677218003,Block Group 3,G5030,S,7736555,1126948,+29.4782006,-094.9522466
1960,48,141,010337,1,481410103371,Block Group 1,G5030,S,1380068,0,+31.7332948,-106.2717030
1961,48,141,010337,3,481410103373,Block Group 3,G5030,S,661452,0,+31.7352915,-106.2799883
1962,48,141,010336,3,481410103363,Block Group 3,G5030,S,850960,0,+31.7485017,-106.2764166
1963,48,141,010217,1,481410102171,Block Group 1,G5030,S,744461,0,+31.8645102,-106.5534551
1964,48,223,950500,3,482239505003,Block Group 3,G5030,S,5722898,277448,+33.1419446,-095.5594014
1965,48,223,950200,1,482239502001,Block Group 1,G5030,S,132942282,1559643,+33.0786968,-095.7587992
1966,48,223,950700,2,482239507002,Block Group 2,G5030,S,77898208,1109582,+33.1515579,-095.3256014
1967,48,223,950700,1,482239507001,Block Group 1,G5030,S,108452274,487117,+33.0228251,-095.4484510
1968,48,141,010329,2,481410103292,Block Group 2,G5030,S,910949,0,+31.7797360,-106.2530513
1969,48,157,672602,1,481576726021,Block Group 1,G5030,S,551212,0,+29.6870689,-095.6847384
1970,48,157,671501,1,481576715011,Block Group 1,G5030,S,951106,8302,+29.6047915,-095.5751860
1971,48,157,671602,2,481576716022,Block Group 2,G5030,S,941104,29297,+29.5941411,-095.5871103
1972,48,079,950100,3,480799501003,Block Group 3,G5030,S,11688104,0,+33.7234822,-102.7740101
1973,48,079,950100,2,480799501002,Block Group 2,G5030,S,12660035,0,+33.7277895,-102.7454642
1974,48,157,671501,3,481576715013,Block Group 3,G5030,S,1180224,228478,+29.5936275,-095.5746260
1975,48,157,671501,4,481576715014,Block Group 4,G5030,S,1148169,97760,+29.5920662,-095.5678356
1976,48,073,950900,2,480739509002,Block Group 2,G5030,S,4184345,0,+31.7900883,-095.1502450
1977,48,439,106512,3,484391065123,Block Group 3,G5030,S,874085,0,+32.7497837,-097.1938311
1978,48,439,106513,1,484391065131,Block Group 1,G5030,S,1928771,27889,+32.7349345,-097.1891854
1979,48,439,106514,2,484391065142,Block Group 2,G5030,S,1532887,535,+32.7549737,-097.1768567
1980,48,201,541100,2,482015411002,Block Group 2,G5030,S,1211530,19272,+29.9014500,-095.6618141
1981,48,201,541203,2,482015412032,Block Group 2,G5030,S,756711,0,+29.8923632,-095.6510289
1982,48,201,541203,1,482015412031,Block Group 1,G5030,S,774600,0,+29.8854250,-095.6471787
1983,48,201,550500,1,482015505001,Block Group 1,G5030,S,847778,289,+29.9536203,-095.4395604
1984,48,471,790103,1,484717901031,Block Group 1,G5030,S,18155763,4655233,+30.8453411,-095.3563493
1985,48,297,950100,4,482979501004,Block Group 4,G5030,S,2259088,0,+28.4606595,-098.1786101
1986,48,201,553300,1,482015533001,Block Group 1,G5030,S,90332,0,+30.0298035,-095.4347763
1987,48,201,553401,2,482015534012,Block Group 2,G5030,S,1392022,84314,+30.0408509,-095.4559102
1988,48,201,553401,1,482015534011,Block Group 1,G5030,S,2268538,77355,+30.0416346,-095.4365548
1989,48,201,541500,2,482015415002,Block Group 2,G5030,S,1619826,0,+29.8596045,-095.6752578
1990,48,201,541500,1,482015415001,Block Group 1,G5030,S,1453445,3287,+29.8532468,-095.6781053
1991,48,201,455102,2,482014551022,Block Group 2,G5030,S,833445,0,+29.7695653,-095.7705159
1992,48,201,250500,2,482012505002,Block Group 2,G5030,S,931406,0,+29.9948058,-095.1936750
1993,48,201,534203,1,482015342031,Block Group 1,G5030,S,4223609,20326,+29.8730007,-095.5368807
1994,48,201,532600,1,482015326001,Block Group 1,G5030,S,822046,2087,+29.8916191,-095.4892092
1995,48,439,105404,1,484391054041,Block Group 1,G5030,S,1163046,0,+32.6857725,-097.3778759
1996,48,439,105404,2,484391054042,Block Group 2,G5030,S,964961,26650,+32.6899883,-097.3875957
1997,48,439,105404,3,484391054043,Block Group 3,G5030,S,1155915,0,+32.6828585,-097.3849620
1998,48,439,105405,2,484391054052,Block Group 2,G5030,S,786306,0,+32.6963534,-097.4151277
1999,48,401,950700,1,484019507001,Block Group 1,G5030,S,11459962,43773,+32.1816646,-094.7971930
2000,48,401,950501,1,484019505011,Block Group 1,G5030,S,52938321,99942,+32.1054705,-094.8674737
2001,48,401,951000,1,484019510001,Block Group 1,G5030,S,71630400,20516,+32.1781432,-094.9545128
2002,48,401,950800,2,484019508002,Block Group 2,G5030,S,3556074,0,+32.1580003,-094.8293339
2003,48,401,950200,1,484019502001,Block Group 1,G5030,S,33656135,0,+32.3092834,-094.8597309
2004,48,147,950401,4,481479504014,Block Group 4,G5030,S,7269613,0,+33.5792228,-096.2117904
2005,48,439,105511,1,484391055111,Block Group 1,G5030,S,830741,0,+32.6310649,-097.3760417
2006,48,439,105511,3,484391055113,Block Group 3,G5030,S,614535,0,+32.6380325,-097.3736831
2007,48,439,105512,2,484391055122,Block Group 2,G5030,S,619221,0,+32.6461017,-097.3802841
2008,48,439,105701,1,484391057011,Block Group 1,G5030,S,718874,0,+32.6659567,-097.3587365
2009,48,085,031508,1,480850315081,Block Group 1,G5030,S,2463808,277,+33.1214732,-096.6559945
2010,48,085,030531,1,480850305311,Block Group 1,G5030,S,1129972,120801,+33.1929449,-096.7007734
2011,48,439,105703,1,484391057031,Block Group 1,G5030,S,846680,0,+32.6581797,-097.3663630
2012,48,085,032013,1,480850320131,Block Group 1,G5030,S,2420497,0,+33.0650077,-096.6832239
2013,48,085,031202,2,480850312022,Block Group 2,G5030,S,8648742,3003020,+33.0025825,-096.4653373
2014,48,355,005409,2,483550054092,Block Group 2,G5030,S,666523,0,+27.6787717,-097.4117451
2015,48,355,003700,1,483550037001,Block Group 1,G5030,S,4198351,0,+27.8534098,-097.6180039
2016,48,485,010600,1,484850106001,Block Group 1,G5030,S,879447,0,+33.8905248,-098.4932238
2017,48,485,013800,1,484850138001,Block Group 1,G5030,S,621347318,1399374,+34.0651463,-098.7884867
2018,48,485,013502,2,484850135022,Block Group 2,G5030,S,9122903,0,+34.0544328,-098.5441556
2019,48,401,950502,1,484019505021,Block Group 1,G5030,S,33235116,319664,+32.1721794,-094.8990757
2020,48,401,950700,2,484019507002,Block Group 2,G5030,S,1370475,16345,+32.1636151,-094.7982752
2021,48,401,950502,3,484019505023,Block Group 3,G5030,S,28455856,136959,+32.1961833,-094.8688924
2022,48,401,950900,2,484019509002,Block Group 2,G5030,S,3285689,0,+32.1437310,-094.7913294
2023,48,401,950300,4,484019503004,Block Group 4,G5030,S,42159628,23735,+32.3502372,-094.8164531
2024,48,401,951100,3,484019511003,Block Group 3,G5030,S,199399502,130513,+31.9078764,-094.8183039
2025,48,401,951100,2,484019511002,Block Group 2,G5030,S,182375765,2234636,+31.9481249,-094.9239936
2026,48,401,950700,3,484019507003,Block Group 3,G5030,S,4561802,73289,+32.1552342,-094.7714231
2027,48,401,950600,1,484019506001,Block Group 1,G5030,S,152613988,240388,+32.0342189,-094.6883731
2028,48,401,951200,1,484019512001,Block Group 1,G5030,S,111345587,321847,+31.9549659,-094.5999979
2029,48,401,951000,2,484019510002,Block Group 2,G5030,S,95639048,450842,+32.0799461,-094.9498482
2030,48,401,950400,2,484019504002,Block Group 2,G5030,S,39678942,33848,+32.2598723,-094.9381108
2031,48,401,950800,1,484019508001,Block Group 1,G5030,S,4265762,97733,+32.1612440,-094.8169535
2032,48,485,010100,1,484850101001,Block Group 1,G5030,S,1664285,0,+33.9072498,-098.4916661
2033,48,167,726200,2,481677262002,Block Group 2,G5030,S,2421290,0,+29.3709858,-094.9561160
2034,48,167,722002,2,481677220022,Block Group 2,G5030,S,443467,0,+29.4058085,-094.9320075
2035,48,167,722900,1,481677229001,Block Group 1,G5030,S,1010295,0,+29.3661561,-094.9829392
2036,48,167,725900,2,481677259002,Block Group 2,G5030,S,1545365,338189,+29.2468445,-094.8674110
2037,48,401,950900,1,484019509001,Block Group 1,G5030,S,972080,0,+32.1551206,-094.7916613
2038,48,401,950400,3,484019504003,Block Group 3,G5030,S,10609239,0,+32.2894835,-094.9722478
2039,48,401,951200,2,484019512002,Block Group 2,G5030,S,100180248,110754,+31.8940187,-094.7018653
2040,48,073,950100,1,480739501001,Block Group 1,G5030,S,179934247,220699,+32.0743256,-095.0619970
2041,48,073,950400,2,480739504002,Block Group 2,G5030,S,5773915,0,+31.9872212,-095.2639562
2042,48,073,951000,1,480739510001,Block Group 1,G5030,S,121025256,120913,+31.7110592,-095.0107293
2043,48,167,720900,3,481677209003,Block Group 3,G5030,S,1804495,72427,+29.4608983,-095.0591075
2044,48,167,722600,1,481677226001,Block Group 1,G5030,S,4704998,58056,+29.3892824,-094.9619207
2045,48,167,722300,4,481677223004,Block Group 4,G5030,S,1176168,0,+29.3888975,-094.9329648
2046,48,167,722001,3,481677220013,Block Group 3,G5030,S,7373504,219847,+29.4164860,-094.8978810
2047,48,167,722100,3,481677221003,Block Group 3,G5030,S,946229,0,+29.3992463,-094.9009087
2048,48,167,722300,5,481677223005,Block Group 5,G5030,S,1276244,0,+29.3916110,-094.9216504
2049,48,167,723501,1,481677235011,Block Group 1,G5030,S,5387018,38855,+29.3592585,-095.0687489
2050,48,141,010103,1,481410101031,Block Group 1,G5030,S,2942052,0,+31.8058556,-106.4308648
2051,48,141,001112,1,481410011121,Block Group 1,G5030,S,730481,0,+31.8495411,-106.5489506
2052,48,141,001112,2,481410011122,Block Group 2,G5030,S,581480,0,+31.8466640,-106.5413271
2053,48,141,001109,3,481410011093,Block Group 3,G5030,S,1639286,0,+31.8453291,-106.5221655
2054,48,293,970100,1,482939701001,Block Group 1,G5030,S,4255890,72571,+31.7481051,-096.6485648
2055,48,337,950300,2,483379503002,Block Group 2,G5030,S,3731464,0,+33.7809426,-097.7340029
2056,48,141,010344,1,481410103441,Block Group 1,G5030,S,241691923,0,+31.7566532,-106.0726673
2057,48,141,010406,1,481410104061,Block Group 1,G5030,S,2310437,21499,+31.5829937,-106.2799783
2058,48,157,673600,4,481576736004,Block Group 4,G5030,S,674475,2919,+29.6236460,-095.7319178
2059,48,439,106201,2,484391062012,Block Group 2,G5030,S,730168,0,+32.7029300,-097.2580836
2060,48,439,105800,1,484391058001,Block Group 1,G5030,S,811429,0,+32.6634956,-097.3439894
2061,48,157,674200,4,481576742004,Block Group 4,G5030,S,955441,21201,+29.5651003,-095.6203292
2062,48,157,671002,4,481576710024,Block Group 4,G5030,S,801639,15523,+29.5679353,-095.5358696
2063,48,439,106202,2,484391062022,Block Group 2,G5030,S,1044880,0,+32.7040528,-097.2479117
2064,48,401,950800,4,484019508004,Block Group 4,G5030,S,1876402,0,+32.1462133,-094.8089501
2065,48,401,950900,4,484019509004,Block Group 4,G5030,S,2038512,0,+32.1281350,-094.8044916
2066,48,401,950300,2,484019503002,Block Group 2,G5030,S,2563459,0,+32.3653729,-094.8661349
2067,48,057,000200,3,480570002003,Block Group 3,G5030,S,502340,392723,+28.6153731,-096.6214921
2068,48,057,000200,1,480570002001,Block Group 1,G5030,S,1253923,8348894,+28.6080043,-096.6185274
2069,48,057,000200,2,480570002002,Block Group 2,G5030,S,745636,0,+28.6063449,-096.6377010
2070,48,401,950400,4,484019504004,Block Group 4,G5030,S,5405131,0,+32.2618904,-094.9733326
2071,48,401,950800,3,484019508003,Block Group 3,G5030,S,2325611,0,+32.1437708,-094.8254469
2072,48,401,951100,1,484019511001,Block Group 1,G5030,S,135304625,416105,+31.9899539,-094.7931170
2073,48,401,951200,3,484019512003,Block Group 3,G5030,S,137421706,555980,+31.8902045,-094.5667695
2074,48,251,130210,1,482511302101,Block Group 1,G5030,S,9861810,81135,+32.4459460,-097.3684532
2075,48,251,130210,3,482511302103,Block Group 3,G5030,S,11907887,117289,+32.4355427,-097.3136073
2076,48,201,554501,2,482015545012,Block Group 2,G5030,S,2500560,10679,+30.0018295,-095.6479230
2077,48,201,554502,2,482015545022,Block Group 2,G5030,S,2125711,21389,+29.9901360,-095.6367747
2078,48,217,960400,1,482179604001,Block Group 1,G5030,S,2649826,1075907,+31.9608059,-097.3843489
2079,48,251,130211,3,482511302113,Block Group 3,G5030,S,6770845,108223,+32.4993248,-097.3587430
2080,48,251,130405,2,482511304052,Block Group 2,G5030,S,11033791,0,+32.5317207,-097.2510350
2081,48,265,960200,2,482659602002,Block Group 2,G5030,S,2482695,2657,+30.0766224,-099.1648482
2082,48,265,960800,2,482659608002,Block Group 2,G5030,S,167112684,751611,+29.8636828,-098.9848909
2083,48,217,960800,2,482179608002,Block Group 2,G5030,S,1238611,0,+32.0154230,-097.1234182
2084,48,121,021743,1,481210217431,Block Group 1,G5030,S,528269,0,+33.0383962,-097.0236681
2085,48,121,021502,2,481210215022,Block Group 2,G5030,S,1769977,1439214,+33.0816166,-097.0171333
2086,48,121,020402,3,481210204023,Block Group 3,G5030,S,3587674,136533,+33.2436015,-097.1514383
2087,48,121,020403,1,481210204031,Block Group 1,G5030,S,787781,0,+33.2250624,-097.1368338
2088,48,121,020403,2,481210204032,Block Group 2,G5030,S,1063766,0,+33.2243388,-097.1450011
2089,48,121,020403,3,481210204033,Block Group 3,G5030,S,2482337,881,+33.2245762,-097.1604908
2090,48,265,960301,3,482659603013,Block Group 3,G5030,S,20088583,65569,+29.9924652,-099.2102046
2091,48,265,960700,2,482659607002,Block Group 2,G5030,S,9690446,94376,+30.0044979,-099.1335480
2092,48,265,960700,3,482659607003,Block Group 3,G5030,S,120170593,1108769,+29.9309665,-099.1602042
2093,48,265,960800,3,482659608003,Block Group 3,G5030,S,85906036,385950,+29.9017296,-099.0729840
2094,48,439,106503,1,484391065031,Block Group 1,G5030,S,978001,0,+32.7570838,-097.2069256
2095,48,439,106503,2,484391065032,Block Group 2,G5030,S,403952,0,+32.7523181,-097.2122547
2096,48,439,106503,3,484391065033,Block Group 3,G5030,S,665844,0,+32.7482677,-097.2141035
2097,48,439,106507,1,484391065071,Block Group 1,G5030,S,981119,18409,+32.7680918,-097.2483135
2098,48,439,106507,2,484391065072,Block Group 2,G5030,S,988925,56809,+32.7646248,-097.2538316
2099,48,121,021505,3,481210215053,Block Group 3,G5030,S,1587232,14178,+33.0673717,-097.0242555
2100,48,121,021611,1,481210216111,Block Group 1,G5030,S,913060,28736,+32.9912080,-096.8925104
2101,48,409,010800,2,484090108002,Block Group 2,G5030,S,7013593,0,+27.9841640,-097.3715242
2102,48,409,010800,3,484090108003,Block Group 3,G5030,S,1311269,0,+27.9766775,-097.4071319
2103,48,121,021611,2,481210216112,Block Group 2,G5030,S,566431,0,+32.9956034,-096.8985603
2104,48,121,021612,1,481210216121,Block Group 1,G5030,S,498581,0,+33.0067056,-096.9021160
2105,48,121,021613,1,481210216131,Block Group 1,G5030,S,346567,0,+33.0020987,-096.8893704
2106,48,121,021613,2,481210216132,Block Group 2,G5030,S,334698,0,+33.0018630,-096.8954590
2107,48,121,021614,2,481210216142,Block Group 2,G5030,S,707417,70926,+33.0027161,-096.8824514
2108,48,121,021611,3,481210216113,Block Group 3,G5030,S,872024,2070,+32.9917855,-096.9063860
2109,48,409,010800,4,484090108004,Block Group 4,G5030,S,2633475,0,+27.9699597,-097.3965092
2110,48,293,970400,1,482939704001,Block Group 1,G5030,S,1277842,8524,+31.6776769,-096.4919617
2111,48,293,970600,2,482939706002,Block Group 2,G5030,S,11914470,94234,+31.5339090,-096.5410250
2112,48,293,970600,4,482939706004,Block Group 4,G5030,S,1028779,7500,+31.5198283,-096.5205967
2113,48,265,960200,3,482659602003,Block Group 3,G5030,S,1308353,0,+30.0656506,-099.1670172
2114,48,265,960200,1,482659602001,Block Group 1,G5030,S,1771184,7330,+30.0737109,-099.1751308
2115,48,265,960500,1,482659605001,Block Group 1,G5030,S,3835947,1858,+30.0699960,-099.1285048
2116,48,439,105503,2,484391055032,Block Group 2,G5030,S,815968,0,+32.6598847,-097.3922797
2117,48,439,105503,4,484391055034,Block Group 4,G5030,S,1034094,0,+32.6522704,-097.4002083
2118,48,085,030525,1,480850305251,Block Group 1,G5030,S,1122532,40602,+33.1995034,-096.7286393
2119,48,349,970200,2,483499702002,Block Group 2,G5030,S,1881251,4552,+32.1178208,-096.4892273
2120,48,349,970500,2,483499705002,Block Group 2,G5030,S,2118013,0,+32.0999204,-096.4799142
2121,48,349,970600,1,483499706001,Block Group 1,G5030,S,260380587,42311945,+32.0551899,-096.1790495
2122,48,265,960500,2,482659605002,Block Group 2,G5030,S,3243961,24158,+30.0707001,-099.1447628
2123,48,265,960500,3,482659605003,Block Group 3,G5030,S,1440479,10914,+30.0648469,-099.1501932
2124,48,085,031641,2,480850316412,Block Group 2,G5030,S,488293,0,+33.0964116,-096.7421911
2125,48,085,031655,1,480850316551,Block Group 1,G5030,S,526229,0,+33.0308687,-096.7917789
2126,48,085,031624,2,480850316242,Block Group 2,G5030,S,557540,0,+33.0224267,-096.7588156
2127,48,085,031624,3,480850316243,Block Group 3,G5030,S,342859,0,+33.0234037,-096.7535725
2128,48,181,002000,2,481810020002,Block Group 2,G5030,S,1183077,0,+33.6243815,-096.6011763
2129,48,265,960500,4,482659605004,Block Group 4,G5030,S,859481,0,+30.0593905,-099.1571683
2130,48,085,031508,3,480850315083,Block Group 3,G5030,S,1138231,0,+33.1062105,-096.6537149
2131,48,085,031663,1,480850316631,Block Group 1,G5030,S,972786,0,+33.0822235,-096.7866933
2132,48,085,030802,2,480850308022,Block Group 2,G5030,S,370866,0,+33.1960844,-096.6345657
2133,48,375,011000,2,483750110002,Block Group 2,G5030,S,2270189,97105,+35.1996254,-101.8037983
2134,48,375,010400,2,483750104002,Block Group 2,G5030,S,652337,0,+35.1894008,-101.8635595
2135,48,375,011800,1,483750118001,Block Group 1,G5030,S,585678,0,+35.2027805,-101.8980385
2136,48,375,010600,2,483750106002,Block Group 2,G5030,S,1057628,0,+35.1873852,-101.8200702
2137,48,485,010200,1,484850102001,Block Group 1,G5030,S,2047424,0,+33.9061088,-098.4989212
2138,48,485,011200,1,484850112001,Block Group 1,G5030,S,81939553,50508,+33.9993314,-098.4734001
2139,48,485,013401,2,484850134012,Block Group 2,G5030,S,1622128,0,+33.9705208,-098.5081133
2140,48,485,013502,1,484850135021,Block Group 1,G5030,S,7648018,0,+34.0635440,-098.5280334
2141,48,485,013700,3,484850137003,Block Group 3,G5030,S,10366443,202101,+34.0256251,-098.9402630
2142,48,439,102202,2,484391022022,Block Group 2,G5030,S,413116,0,+32.7398705,-097.3851616
2143,48,167,725800,3,481677258003,Block Group 3,G5030,S,1897914,3778095,+29.2834323,-094.8633315
2144,48,167,725800,2,481677258002,Block Group 2,G5030,S,532222,0,+29.2763822,-094.8339603
2145,48,167,724300,3,481677243003,Block Group 3,G5030,S,352237,0,+29.3079602,-094.7859369
2146,48,167,724400,2,481677244002,Block Group 2,G5030,S,436570,0,+29.3011953,-094.7839703
2147,48,167,724400,1,481677244001,Block Group 1,G5030,S,349374,0,+29.2965026,-094.7841062
2148,48,167,724700,2,481677247002,Block Group 2,G5030,S,467608,0,+29.2931559,-094.8006609
2149,48,167,725400,3,481677254003,Block Group 3,G5030,S,351672,0,+29.2823015,-094.8246641
